Dates,AACCHIA CI EQUITY,BCHDECH CI EQUITY,CCHIACB CI EQUITY,CELFFIB CI EQUITY,CFICOMDP CI EQUITY,CFIETFCC CI EQUITY,CFIMPIO CI EQUITY,CFIQAC CI EQUITY,DCORPCH CI EQUITY,ECH US EQUITY,FALCFIW CI EQUITY,FALCTNV CI EQUITY,IMTDECI CI EQUITY,IMTSCLI CI EQUITY,MBIARANV CI EQUITY,MBIRFANV CI EQUITY,MODUECH CI EQUITY,MRCLP CI EQUITY,TCHIEQB CI EQUITY,TOESCA CI EQUITY
2018-04-04,,1121.064,1292.73,126315.0848,36852.9994,,12982.2509,56413.2654,35716.4611,62.0969,,1367.5709,1123.1794,1532.3534,78464.5796,37166.2612,1168.8525,11909.444,,
2018-04-05,,1121.064,1313.82,128803.089,36872.8552,,13139.0754,57054.8945,35791.9543,62.399,,1403.1232,1123.5598,1533.5918,79519.3719,37241.5179,1169.3221,11909.444,,
2018-04-06,,1121.064,1311.25,128931.8449,36855.2092,,13103.1702,56964.1211,35772.7367,61.969,,1397.408,1122.8953,1532.5347,79481.6486,37237.602,1168.7617,11960.011,,
2018-04-09,,1121.064,1310.73,128538.6703,36868.5531,,13098.5658,57053.8567,35782.0812,61.8063,,1395.916,1123.4601,1533.6269,79614.9399,37267.2252,1173.8735,11960.011,,
2018-04-10,,1121.064,1313.71,129006.9362,36872.9555,,13103.9763,57265.5596,35792.8959,62.8756,,1405.3318,1123.9184,1534.403,79742.1439,37316.8163,1174.9696,12034.849,,
2018-04-11,,1121.064,1311.47,128278.6641,36882.5032,,13114.2041,57195.4487,35810.3059,63.1661,,1403.395,1124.6525,1534.9746,79705.5733,37335.8153,1175.9837,12018.263,,
2018-04-12,,1121.064,1313.41,127832.7541,36899.2966,,13138.4808,57451.3792,35825.6427,63.538,,1411.7419,1124.9135,1535.2363,80047.7443,37391.0175,1177.293,12018.263,,
2018-04-13,,1136.105,1312.95,127807.859,36891.8145,,13164.5535,57350.2363,35811.8501,63.5613,,1411.8039,1124.6314,1534.9644,79955.6377,37404.2739,1177.1163,12018.263,,
2018-04-16,,1136.105,1308.27,127751.9072,36891.0482,,13175.8025,57225.8348,35814.3655,63.3637,,1404.2012,1124.7979,1535.5582,79675.8956,37393.58,1177.5618,12034.849,,
2018-04-17,,1136.105,1308.43,127794.2511,36899.2023,,13153.5165,57334.0289,35817.7654,63.5496,,1408.4759,1125.4884,1536.5043,79707.569,37410.319,1178.8318,12034.849,,
2018-04-18,,1136.105,1316.77,128321.7813,36919.2606,,13153.9624,57644.2996,35833.5511,64.2876,,1426.4104,1125.7504,1537.0487,80163.7064,37440.0543,1179.1379,12034.849,,
2018-04-19,,1136.105,1320.06,129092.0292,36916.3389,,13157.676,57822.2717,35851.0705,64.4562,,1434.1127,1126.0871,1538.1724,80225.799,37416.8413,1179.4282,12034.849,,
2018-04-20,,1136.105,1321.12,129934.1438,36906.2245,,13235.7372,57776.913,35840.8645,64.247,,1440.4153,1125.6046,1537.3929,80196.8391,37400.0368,1178.9168,12034.849,,
2018-04-23,,1136.105,1324.25,130587.1881,36908.1478,,13265.0787,57921.1943,35845.4971,63.5961,,1446.6679,1125.4041,1537.2522,80366.1628,37416.999,1178.1693,12085.416,,
2018-04-24,,1136.105,1321.58,130652.1877,36902.2716,,13220.5672,57650.7021,35827.9414,63.8169,,1438.4699,1124.4938,1536.0736,80306.2466,37382.1132,1176.2345,12085.416,,
2018-04-25,,1136.105,1313.46,130535.4922,36857.439,,13198.6912,57636.3353,35805.6017,62.9453,,1430.1626,1122.9061,1533.8044,79908.7075,37352.1519,1173.5862,12085.416,,
2018-04-26,,1136.105,1313.81,130792.0321,36867.7138,,13206.0124,57727.6354,35810.1631,63.3521,,1433.3709,1123.0082,1534.1171,80092.4651,37379.9984,1174.873,12135.982,,
2018-04-27,,1136.105,1316.24,131195.2096,36876.8014,,13251.5117,57810.3664,35832.4572,63.3056,,1439.2238,1123.5396,1535.2425,80334.404,37391.1268,1175.8096,12306.898,,
2018-04-30,,1136.105,1322.08,131252.5394,36896.9146,,13287.2771,58147.2674,35857.4511,62.4978,,1448.4646,1124.1567,1536.3813,80856.9182,37394.8755,1176.5621,12306.898,,
2018-05-01,,1136.105,1321.96,131249.3521,36900.4687,,13287.2475,58149.6239,35861.2872,61.7598,,1448.3531,1124.2711,1536.5641,80853.362,37372.9876,1176.6904,12306.898,,
2018-05-02,,1136.105,1317.98,131377.1908,36903.7414,,13321.0561,58027.0772,35878.6775,61.3995,,1443.4087,1124.7987,1537.4219,80608.3033,37347.1931,1177.3378,12306.898,,
2018-05-03,,1136.105,1313.92,132185.3736,36911.5486,,13317.9899,57584.6783,35901.3103,60.9579,,1430.8754,1125.5093,1538.2103,79894.003,37305.2868,1178.2017,12135.982,,
2018-05-04,,1136.105,1308.8,132603.5148,36918.9767,,13307.7834,57422.3066,35918.3794,60.5628,,1426.8042,1125.9715,1539.0178,79610.0745,37309.482,1179.3546,12135.982,,
2018-05-07,,1136.105,1309.12,133297.469,36911.5206,,13324.5918,57501.6485,35909.8088,60.4233,,1423.665,1125.3559,1538.7417,79584.8593,37324.8182,1178.4582,12135.982,,
2018-05-08,,1136.105,1306.06,133407.2317,36942.1616,,13322.8006,57601.0453,35960.3459,59.5168,,1421.6056,1126.7379,1540.2296,79398.9716,37295.6399,1179.3083,12135.982,,
2018-05-09,,1136.105,1310.76,133941.1411,36920.9651,,13397.8111,57926.1483,35936.1374,60.063,,1433.4308,1125.5875,1538.4127,79684.8174,37283.0836,1177.6163,12135.982,,
2018-05-10,,1136.105,1314.89,135433.8447,36922.6718,,13478.855,58285.407,35930.8982,61.6204,,1445.3975,1125.6036,1537.9512,79947.999,37361.7328,1177.8274,12135.982,,
2018-05-11,,1136.105,1319.93,135822.25,36942.2238,,13503.5642,58310.5449,35936.6443,61.8063,,1457.3638,1125.9243,1537.549,80202.2108,37371.7776,1178.2819,12135.982,,
2018-05-14,,1136.105,1310.5,135236.7958,36961.4385,,13526.8437,58409.7109,35961.8991,61.2252,,1451.6855,1126.6814,1539.2697,79802.1286,37361.1969,1179.0402,12334.203,,
2018-05-15,,1136.105,1313.7,135202.3942,36945.9646,,13546.6716,58638.9215,35946.6647,60.5628,,1456.1525,1125.987,1537.675,80065.2322,37321.084,1177.6221,12135.982,,
2018-05-16,,1136.105,1312.96,134752.8912,36972.5384,,13534.5049,58689.7964,35975.9334,60.8301,,1464.7257,1127.2632,1539.9314,80439.9047,37355.7458,1179.3021,12135.982,,
2018-05-17,,1136.105,1313.54,135812.9459,36992.6309,,13551.0637,58658.2701,36015.9344,60.3652,,1459.9139,1128.2221,1541.514,80322.1642,37346.2826,1179.8742,12135.982,,
2018-05-18,,1136.105,1311.18,137597.7443,36973.0248,,13601.6381,58550.3051,35991.7591,60.0398,,1456.3281,1127.4792,1540.0301,80187.0693,37294.5387,1178.2762,12333.192,,
2018-05-21,,1136.105,1310.81,137588.1567,36985.7487,,13600.4646,58665.7365,36004.9823,59.8189,,1461.0453,1127.8708,1540.698,80176.4577,37328.9987,1178.7245,12333.192,,
2018-05-22,,1136.105,1301.0,137545.2865,36987.3511,,13606.9411,58465.1664,35999.7079,60.586,,1442.7276,1127.7891,1539.7271,79850.266,37361.8988,1178.5692,12297.796,,
2018-05-23,,1136.105,1294.51,136717.4462,36999.6785,,13606.9628,58183.5429,36010.5962,60.772,,1433.1668,1128.2987,1540.5019,79556.281,37386.9556,1178.7408,12186.549,,
2018-05-24,,1136.105,1282.98,136219.3059,37011.0862,,13564.1819,57771.7133,36033.6596,59.6214,,1404.774,1129.0166,1542.1319,78690.6769,37372.6711,1179.5792,12186.549,,
2018-05-25,,1136.105,1286.67,136569.3407,37035.2978,,13607.5703,57939.7508,36059.0159,59.7027,,1417.4811,1129.8822,1543.8738,78883.6281,37372.4524,1180.6549,12186.549,,
2018-05-28,,1136.105,1277.96,136194.6201,37045.6748,,13616.7665,57790.0994,36070.4201,59.7027,,1415.3732,1130.1693,1544.1991,78644.1512,37384.4444,1180.6785,12135.982,,
2018-05-29,,1136.105,1258.02,135242.6708,37054.3108,,13491.5351,57299.6344,36068.619,58.2964,,1389.5934,1130.0445,1543.6313,77517.6494,37280.5737,1180.8069,12135.982,,
2018-05-30,,1136.105,1254.41,134154.0022,37055.2241,,13461.1252,57377.0195,36080.1972,58.3894,,1384.2507,1130.2548,1544.5718,77592.8978,37300.7838,1181.2143,12135.982,,
2018-05-31,,1136.105,1246.88,133119.2996,37056.4968,,13362.2333,57044.1583,36079.489,58.0059,,1372.5754,1130.3292,1544.6552,76944.3007,37266.772,1180.6631,12135.982,,
2018-06-01,,1136.105,1247.05,132548.1344,37071.7803,,13363.9182,57230.0306,36094.8362,58.0872,,1382.184,1130.7709,1545.352,77116.2417,37279.216,1181.1906,12135.982,,
2018-06-04,,1136.105,1257.59,132492.4711,37101.339,,13350.7771,57718.1938,36112.7955,59.1216,,1409.5904,1131.5356,1545.7983,77923.3161,37340.426,1181.9346,12146.096,,
2018-06-05,,1136.105,1254.79,131777.2039,37112.8643,,13324.7802,57401.7649,36125.9398,58.2732,,1408.45,1131.9098,1546.5784,78057.2312,37344.974,1182.1561,12085.416,,
2018-06-06,,1136.105,1245.08,131100.5019,36529.8685,,13310.665,57246.8734,36123.1097,58.4708,,1385.9578,1131.8688,1546.0196,77452.2887,37298.581,1181.6402,12085.416,,
2018-06-07,,1136.105,1238.01,131677.8267,37121.5907,,13315.8169,57037.5582,36131.249,57.7967,,1370.277,1132.3883,1546.5575,76731.7362,37218.8453,1181.9986,12085.416,,
2018-06-08,,1136.105,1243.89,131749.7751,37148.8299,,13261.8301,57383.8558,36169.8354,58.4592,,1382.0038,1133.5935,1548.3803,77132.0696,37267.295,1183.2013,12085.416,,
2018-06-11,,1136.105,1250.66,131498.0398,37150.9923,,13271.2491,57450.2621,36161.7307,58.2616,,1399.4894,1133.9039,1548.4145,77577.4608,37264.3133,1183.1964,12135.982,,
2018-06-12,,1136.105,1252.2,131538.284,37153.3,,13272.6394,57457.4377,36169.0887,58.1221,,1398.4085,1134.1064,1548.8633,77764.0376,37242.0974,1183.4927,12135.982,,
2018-06-13,,1136.105,1257.17,131602.4821,37153.3876,,13262.2734,57366.5894,36175.1528,58.064,,1403.1648,1134.3721,1549.8066,77828.3471,37245.0288,1183.6856,12338.249,,
2018-06-14,,1136.105,1254.68,131939.5704,37151.8653,,13276.6388,57287.9718,36182.4217,57.9129,,1402.3481,1134.3904,1549.5952,77635.8986,37212.5994,1183.5312,12166.322,,
2018-06-15,,1136.105,1241.29,131957.0185,37161.2147,,13212.6246,56971.1078,36195.8552,57.8548,,1382.1334,1135.0461,1550.2588,76585.7102,37143.0191,1184.5892,12246.42,,
2018-06-18,,1136.105,1237.2,131858.5114,37177.7586,,13172.6429,56835.2419,36211.8344,57.1807,,1374.9224,1135.4571,1551.222,76256.1564,37094.7292,1184.8349,12246.42,,
2018-06-19,,1136.105,1235.93,131439.1996,37188.4793,,13141.9126,56604.4991,36222.9652,56.4489,,1364.513,1136.2314,1551.3631,76092.3835,37052.1554,1185.2895,12134.441,,
2018-06-20,,1136.105,1236.81,131560.5455,37183.8347,,13121.6151,56452.0538,36218.7251,56.4489,,1365.7703,1136.2025,1551.3027,76183.3882,37069.8926,1185.1326,12215.88,,
2018-06-21,,1136.105,1232.15,131160.7128,37187.9001,,13063.4858,56138.2484,36225.4643,55.8448,,1354.9981,1136.4267,1551.9902,75805.669,37093.7428,1185.5945,12215.88,,
2018-06-22,,1136.105,1222.02,130468.0015,37185.9089,,13041.894,56020.4271,36220.1019,55.9514,,1344.6339,1136.3147,1547.546,75096.6299,37140.9936,1184.0181,12134.441,,
2018-06-25,,1136.105,1208.85,129833.5271,37199.8484,,12960.271,55266.0706,36223.8776,55.4538,,1315.2586,1136.9376,1548.5845,74086.9567,37114.848,1184.9765,12134.441,,
2018-06-26,,1136.105,1202.29,129094.0303,37198.6561,,12880.871,55411.3063,36222.6972,55.0274,,1309.4554,1136.8155,1548.1975,73724.1608,37090.2529,1184.8139,12114.081,,
2018-06-27,,1130.901,1197.18,128798.1051,37197.6838,,12880.5734,55112.9221,36220.2352,54.589,,1300.0159,1136.5696,1548.1238,73769.2588,37040.573,1184.6625,12114.081,,
2018-06-28,,1130.901,1191.29,128011.2044,37195.3449,,12830.0403,54879.5913,36233.2145,54.2099,,1294.2192,1136.8654,1553.2204,73279.6857,37021.7967,1184.841,12144.621,,
2018-06-29,,1130.69,1191.34,127440.3349,37183.0948,,12823.3029,54913.7144,36225.4497,54.5416,,1287.151,1136.4267,1552.2889,73493.3722,37027.8649,1184.5387,12134.441,,
2018-07-02,,1130.69,1191.0,127431.2594,37195.7904,,12823.2216,54908.5935,36239.0173,54.1507,,1286.836,1136.8435,1552.9584,73482.8143,37045.3415,1184.4186,12134.441,,
2018-07-03,,1130.69,1186.83,127024.892,37210.9568,,12777.6729,54391.0396,36247.498,54.8852,,1277.8782,1137.1663,1553.2103,73153.0249,37056.7992,1185.5051,12134.441,,
2018-07-04,,1130.69,1177.79,126083.1663,37216.3941,,12717.8856,54261.5443,36253.5347,54.8852,,1267.9796,1137.4102,1553.479,72665.3694,37061.8467,1185.8252,12134.441,,
2018-07-05,,1130.69,1179.1,125991.7442,37228.4954,,12724.6427,54489.3353,36267.5508,54.0322,,1270.3061,1137.8257,1554.1336,72638.1184,37107.0654,1186.0771,12164.981,,
2018-07-06,,1130.69,1184.68,126087.7395,37222.4059,,12762.4863,54717.5233,36270.7787,54.1863,,1281.9725,1138.1051,1555.1222,73145.9195,37129.9969,1186.5371,12164.981,,
2018-07-09,,1130.69,1190.5,126391.0584,37234.5228,,12761.9441,54906.8635,36277.9066,55.1044,,1294.9676,1138.1058,1555.0968,73614.6122,37200.2301,1186.3748,12164.981,,
2018-07-10,,1130.69,1193.03,126850.5818,37245.5339,,12757.0492,55014.7353,36282.4914,55.2406,,1295.4187,1138.3128,1556.0752,73785.4822,37230.0866,1186.7743,12149.711,,
2018-07-11,,1145.13,1187.59,125886.8136,37255.9213,,12685.0383,54736.2501,36303.5334,54.5535,,1285.0438,1138.8548,1557.0923,73463.429,37235.0363,1187.1808,12149.711,,
2018-07-12,,1145.13,1183.52,125410.3581,37261.4964,,12695.3533,54638.9247,36306.131,54.9207,,1285.3753,1138.6848,1556.8259,73411.8518,37257.6698,1186.9532,12149.711,,
2018-07-13,,1145.13,1182.45,124981.0059,37268.8561,,12679.2592,54732.3983,36309.952,54.743,,1288.2993,1138.6881,1556.994,73539.6354,37277.5427,1187.1118,12149.711,,
2018-07-16,,1145.13,1182.12,124971.8264,37275.4856,,12678.1333,54727.3617,36317.9952,54.5298,,1287.9789,1138.9146,1557.3947,73528.9785,37283.5068,1187.3881,12149.711,,
2018-07-17,,1145.13,1193.16,125063.5665,37278.2558,,12705.5651,55032.3154,36319.7574,55.134,,1301.972,1138.8471,1557.2909,74412.0132,37321.7066,1187.2218,12175.161,,
2018-07-18,,1145.13,1199.14,125249.4842,37290.3651,,12733.0094,55107.1171,36337.1525,55.2288,,1312.9046,1139.2585,1558.3471,74852.0181,37334.7111,1187.9632,12175.161,,
2018-07-19,,1145.13,1202.28,125620.6041,37314.274,,12736.4951,55082.8216,36360.6284,54.3876,,1314.0194,1140.1927,1560.2101,74905.4768,37333.7656,1188.6161,12317.679,,
2018-07-20,,1145.13,1210.44,125952.8105,37315.8006,,12767.6194,55535.9762,36373.6906,55.0629,,1330.2584,1140.4491,1561.0089,75587.6576,37379.4916,1189.0035,12317.679,,
2018-07-23,,1145.13,1207.35,125899.1136,37337.9054,,12752.2553,55374.8316,36400.5197,54.6246,,1322.9449,1141.3059,1562.5092,75456.0492,37386.0887,1189.8696,12317.679,,
2018-07-24,,1145.13,1216.69,126470.4771,37335.7256,,12785.8636,55697.5267,36406.8067,55.7382,,1335.3987,1141.2259,1562.3021,76047.0165,37416.331,1189.9405,12317.679,,
2018-07-25,,1145.13,1222.14,127562.3312,37338.8684,,12827.0716,55772.5104,36411.3206,56.3423,,1338.711,1141.304,1562.1414,76221.5448,37446.4197,1191.4885,12368.579,,
2018-07-26,,1145.13,1224.59,127822.6809,37346.8402,,12833.9478,55651.7346,36422.0055,56.2239,,1336.5257,1141.4049,1562.4241,76317.4449,37481.0466,1190.6384,12368.579,,
2018-07-27,,1145.13,1211.82,127140.5793,37353.1699,,12801.5166,55132.5037,36429.3392,55.8448,,1318.2402,1141.6551,1563.0196,75439.5701,37518.7637,1191.056,12368.579,,
2018-07-30,,1145.13,1204.32,126491.8719,37373.3571,,12739.6877,55287.005,36446.3948,56.2949,,1306.5182,1142.458,1564.3357,75280.6014,37541.3918,1191.787,12419.478,,
2018-07-31,,1145.13,1210.3,126398.1309,37384.2345,,12745.8394,55796.2748,36455.5239,57.1242,,1323.39,1142.7624,1564.9914,76053.7103,37556.7704,1192.0791,12419.478,,
2018-08-01,,1145.13,1209.35,126196.9796,37393.3863,,12770.9965,55539.8002,36474.3616,56.212,,1324.0989,1143.2962,1566.2804,75893.235,37542.6857,1193.2077,12419.478,,
2018-08-02,,1145.13,1202.47,125644.9384,37404.4616,,12754.6247,55517.3777,36477.7889,55.8566,,1315.9037,1143.4955,1566.4924,75470.1084,37539.8945,1193.9764,12267.798,,
2018-08-03,,1145.13,1211.05,126067.0878,37406.1943,,12757.4529,55617.6579,36475.9369,56.2713,,1324.3154,1143.3189,1565.9504,75987.7092,37588.8546,1193.5338,12267.798,,
2018-08-06,,1145.13,1203.79,126535.1343,37425.3054,,12813.3952,55426.5927,36491.903,55.4064,,1312.6778,1143.8262,1566.8425,75534.1264,37584.6614,1194.1589,12267.798,,
2018-08-07,,1145.13,1198.57,126195.6197,37440.2742,,12794.2608,55116.8402,36510.5817,55.5249,,1304.8807,1144.3689,1568.7654,75042.3103,37543.1412,1194.3711,12267.798,,
2018-08-08,,1145.13,1191.52,126218.0257,37461.9625,,12775.5289,55036.4504,36530.0712,55.0747,,1297.1787,1145.155,1570.2821,74475.403,37523.9468,1195.8245,12267.798,,
2018-08-09,,1145.13,1184.93,126094.524,37477.1455,,12732.1955,54934.0237,36542.5705,54.5772,,1284.4885,1145.677,1570.8661,73669.9302,37459.9858,1196.2345,12266.78,,
2018-08-10,,1145.13,1179.26,126374.0179,37500.0175,,12696.1992,54661.5506,36562.0314,53.5347,,1277.2198,1146.1151,1571.7962,73290.679,37356.0992,1198.0098,12266.78,,
2018-08-13,,1145.13,1176.25,126182.5562,37522.1286,,12672.8526,54284.7518,36579.0676,52.7528,,1271.529,1146.8264,1572.8134,72918.9966,37258.7146,1198.9275,12419.478,,
2018-08-14,,1145.13,1182.3,126622.8566,37529.2735,,12698.0118,54635.0801,36582.8386,53.0016,,1281.9081,1146.9298,1573.0346,73274.6275,37325.7791,1199.2008,12266.78,,
2018-08-15,,1145.13,1182.19,126619.5493,37534.4096,,12697.6241,54633.3013,36588.3756,51.6392,,1281.7907,1147.09,1573.2882,73271.1848,37311.2079,1198.8279,12266.78,,
2018-08-16,,1145.13,1179.42,126569.5003,37547.9528,,12666.2014,54448.6783,36610.4155,52.279,,1278.9438,1147.4971,1574.0875,72991.1436,37371.9342,1200.4367,12266.78,,
2018-08-17,,1145.13,1181.16,126951.7265,37571.199,,12686.6663,54316.3823,36626.4867,52.2197,,1278.902,1148.3328,1575.7261,72852.7534,37329.6853,1202.1351,12317.679,,
2018-08-20,,1145.13,1182.0,126963.6577,37600.0211,,12677.1986,54390.1898,36656.1585,52.279,,1279.8741,1149.1758,1577.7125,72897.7294,37348.3573,1203.9523,12388.938,,
2018-08-21,,1145.13,1182.76,127027.8197,37601.354,,12674.14,54469.3499,36663.6436,52.6107,,1281.8375,1149.8085,1578.2981,72971.1004,37355.1564,1204.5686,12388.938,,
2018-08-22,,1145.13,1185.84,128321.0363,37605.7862,,12707.0121,54600.8184,36663.1109,53.2859,,1285.562,1149.7344,1578.4556,73207.6993,37353.1572,1204.3554,12266.78,,
2018-08-23,,1145.13,1189.84,129109.4463,37612.204,,12724.7881,54375.8718,36669.9544,52.4922,,1283.4628,1149.9593,1579.1116,73151.5711,37321.5575,1204.5172,12266.78,,
2018-08-24,,1145.13,1187.32,128992.6951,37609.1783,,12753.7694,54254.0439,36668.8611,53.2918,,1281.7831,1149.8282,1578.6426,73154.9375,37282.4635,1204.544,12215.88,,
2018-08-27,,1145.13,1186.56,128700.8605,37611.0302,,12752.9928,54341.3771,36673.4101,53.5821,,1287.6968,1149.9793,1578.6942,73341.0363,37281.2292,1204.8476,12215.88,,
2018-08-28,,1145.13,1184.58,128813.4956,37582.5412,,12817.168,54223.5182,36656.7902,53.2385,,1286.8592,1149.2675,1578.1342,73275.2747,37239.0364,1204.0697,12215.88,,
2018-08-29,,1145.13,1187.24,129191.457,37542.7147,,12835.3756,54124.749,36619.6086,53.0016,,1292.2592,1148.3531,1576.0391,73483.3246,37156.8737,1201.8796,12215.88,,
2018-08-30,,1145.13,1179.13,128906.1184,37525.7546,,12833.9823,53622.2162,36614.7103,51.4378,,1278.2889,1148.0932,1576.0463,72898.2329,37014.7343,1200.8657,12215.88,,
2018-08-31,,1145.13,1176.41,128366.1033,37531.4315,,12848.5395,53951.4245,36623.3851,51.3431,,1274.8648,1148.2957,1576.7845,73111.058,36996.2574,1201.5059,12215.88,,
2018-09-03,,1145.13,1174.95,128144.1137,37560.7955,,12873.5754,53811.1967,36663.2133,51.3431,,1274.1501,1149.2826,1578.6453,72802.3609,37017.0856,1202.9841,12176.179,,
2018-09-04,,1145.13,1166.45,127319.6424,37594.5659,,12831.5687,53251.0534,36707.8126,49.6846,,1262.9197,1150.3793,1580.2237,72016.807,36944.1775,1204.8102,12176.179,,
2018-09-05,,1145.13,1158.31,126566.2355,37569.8129,,12785.7103,53046.4086,36673.1712,49.7201,999.27,1247.8762,1149.679,1578.9773,71444.2365,36932.479,1203.123,12170.071,,
2018-09-06,,1145.13,1162.39,126493.9356,37564.8512,,12760.9745,53409.0304,36672.7549,49.9096,999.34,1257.1027,1149.6491,1578.9186,71799.4593,37016.752,1202.6604,12170.071,,
2018-09-07,,1145.13,1169.58,127231.212,37556.5277,,12823.3488,53802.8549,36657.4591,50.0755,998.97,1268.7597,1149.1606,1578.044,72182.0654,37025.5875,1201.4222,12170.071,,
2018-09-10,,1145.13,1170.43,127033.9071,37550.5811,,12851.8875,53639.8569,36650.8162,49.5483,998.4,1266.8088,1148.8765,1577.4826,71966.4043,37017.3435,1200.5117,12170.071,,
2018-09-11,,1145.13,1171.79,127468.7211,37561.7567,,12826.6812,53722.9282,36657.8182,49.7556,998.7,1268.7903,1149.3953,1577.818,71974.9563,36988.3036,1201.4585,12170.071,,
2018-09-12,,1145.13,1173.91,127708.4636,37588.2868,,12857.595,53991.5868,36668.9888,50.7626,998.68,1274.9121,1149.6694,1578.3108,72477.1145,37054.7524,1202.0699,12170.071,,
2018-09-13,,1145.13,1193.73,129406.4797,37592.0856,,12971.1467,54808.0618,36680.7947,52.3382,999.1,1303.9412,1149.9541,1578.961,73775.9284,37085.9906,1203.4975,12266.78,,
2018-09-14,,1145.13,1206.47,130834.7166,37601.7742,,13041.9423,55051.5846,36688.1846,52.4211,999.19,1319.4791,1150.1296,1579.3437,74427.4289,37110.6385,1203.5839,12266.78,,
2018-09-17,,1145.13,1206.13,130825.5822,37611.2502,,13040.669,55050.7437,36698.7627,52.9068,999.48,1319.4772,1150.4292,1579.8834,74417.4792,37128.2573,1204.0455,12266.78,,
2018-09-18,,1145.13,1206.02,130822.5377,37614.537,,13040.2444,55048.9812,36702.0034,53.3451,999.56,1319.3703,1150.5252,1580.0535,74414.1629,37115.5122,1204.338,12266.78,,
2018-09-19,,1145.13,1205.9,130819.4931,37617.6136,,13039.8199,55047.2198,36705.4324,53.9375,999.65,1319.2635,1150.6292,1580.2372,74410.8468,37143.6155,1204.7254,12266.78,,
2018-09-20,,1145.13,1219.87,130858.3557,37604.4391,,13114.9402,55332.2343,36714.6533,54.6305,999.92,1334.3945,1150.8688,1580.6985,75251.0761,37249.4192,1204.677,12266.78,,
2018-09-21,,1145.13,1224.7,130959.2315,37623.8889,,13069.151,55537.48,36728.7932,54.7904,1000.24,1335.1067,1151.1223,1581.2693,75411.8865,37305.014,1205.3047,12266.78,,
2018-09-24,,1145.13,1219.44,131103.2055,37620.7996,,13035.5794,55268.2179,36726.441,54.0796,1000.08,1326.1945,1150.6663,1580.6575,75112.9133,37298.6417,1203.7921,12266.78,,
2018-09-25,,1145.13,1212.56,130919.3665,37613.5181,,13017.0855,55129.4001,36728.063,53.9612,1000.04,1317.8667,1150.4055,1580.4044,74700.247,37272.2969,1203.2895,12012.282,,
2018-09-26,,1145.13,1212.13,131324.8479,37560.8424,,12977.0183,54907.2992,36681.5243,53.8782,999.86,1315.7846,1149.1236,1577.978,74694.1959,37267.7529,1200.9009,12012.282,,
2018-09-27,,1145.13,1212.52,132001.4045,37554.1795,,13019.1437,54740.656,36674.9294,53.8309,1000.3,1313.6325,1149.1716,1578.2303,74556.9879,37272.2255,1201.3889,12012.282,,
2018-09-28,,1145.13,1206.07,132262.1594,37572.678,,13040.9442,54626.4186,36693.796,53.6768,1000.93,1304.9849,1149.7587,1579.5845,74128.029,37273.9165,1203.3485,12012.282,,
2018-10-01,,1145.13,1204.51,132460.6796,37606.6578,,13061.7961,54737.5217,36728.9015,53.6768,1001.85,1304.9968,1150.6488,1581.1931,74085.4468,37260.2577,1204.8205,12012.282,,
2018-10-02,,1145.13,1210.87,132548.7633,37630.3931,,13075.0556,55030.691,36741.4265,53.7835,1001.99,1314.4809,1151.1843,1581.9965,74400.2021,37307.3274,1205.6321,12012.282,,
2018-10-03,,1145.13,1218.52,133063.1677,37624.5936,,13108.5788,55291.764,36731.1424,53.9256,1000.76,1330.1073,1150.8123,1581.5457,75110.9039,37371.1729,1205.6916,12164.981,,
2018-10-04,,1145.13,1208.79,132457.6454,37607.4727,,13091.5774,55151.307,36708.3847,52.6225,1000.41,1317.9399,1150.177,1580.1814,74551.6088,37330.2581,1203.6221,12164.981,,
2018-10-05,,1145.13,1204.99,132631.1658,37591.9448,,13070.7797,54809.1063,36705.8158,51.8406,1000.42,1308.4733,1149.8157,1579.7018,74218.3408,37299.4347,1203.4901,12164.981,,
2018-10-08,,1145.13,1217.53,132839.1742,37580.5122,,13094.935,55317.9097,36694.5654,52.5277,1000.56,1328.5313,1149.6182,1579.8408,74944.8827,37374.4854,1203.5597,12164.981,,
2018-10-09,,1145.13,1213.85,132973.1736,37555.1709,,13041.4005,55021.7696,36662.083,51.9236,1000.03,1324.7349,1148.6474,1578.2513,74640.8114,37379.9136,1201.8292,12327.859,,
2018-10-10,,1145.13,1199.11,132344.5329,37527.8683,,12995.8045,54329.3957,36641.9749,50.3953,999.89,1298.0896,1148.017,1577.338,73520.2266,37324.6062,1199.5679,12353.309,,
2018-10-11,,1145.13,1181.53,130891.0529,37500.6844,,12905.0514,53784.1727,36620.1131,50.5375,999.24,1273.4365,1147.0757,1576.1597,72657.4535,37292.3691,1198.6264,12317.679,,
2018-10-12,,1145.13,1183.71,130635.4853,37470.3616,,12907.8341,53623.5575,36595.6775,51.0114,999.49,1276.2825,1145.4934,1574.5023,72625.5837,37320.6992,1197.1586,12338.039,,
2018-10-15,,1145.13,1183.37,130625.7804,37482.4157,,12906.5792,53618.0974,36608.4415,50.81,999.83,1275.9547,1145.8903,1575.1598,72615.5442,37350.4389,1197.7751,12338.039,,
2018-10-16,,1145.13,1180.41,129550.6972,37448.3522,,12848.2915,53644.4002,36584.5795,51.7814,1000.11,1273.0786,1144.8967,1574.334,72399.285,37378.6627,1196.9357,12368.579,,
